gene_id,gene_name,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,log2FC,p_value
ENSMUSG00000000011,Gene11,-0.7076853710252071,-0.21032266138267952,-0.17135725826338474,-0.40113863461080945,-0.08064285583300457,0.2020254284072692,0.9430929506052651,0.08728890641591948,0.12877519536138218,-0.03722295788308361,-0.024718725820833308,0.5254692234947423
ENSMUSG00000000012,Gene12,-0.9593856076495207,-0.013256937724608439,0.03011510497051322,1.231621056242643,-0.09618048239056126,0.15077367116680623,-0.017355884852621656,-0.584339018809766,0.5714114072575103,0.37596651634338707,0.06893698245537819,0.3613654236705123
ENSMUSG00000000013,Gene13,0.39551597352152346,-0.45469372739736946,0.7013971554680496,-0.7009255313961404,0.29342854690013515,1.0952278129049893,-0.49526816256534417,-0.28314886480138596,0.04982568254382061,-0.2517378270580996,0.03496210581201785,0.4163432174760753
ENSMUSG00000000014,Gene14,-0.7753317155330663,0.034281487403013663,-0.5311518568630524,0.2367962153175908,-0.4597121171169016,0.7749672025087697,-0.39162664616811854,-0.1610307581028378,0.4067586086848349,-0.6154321582169776,-0.1481481738086745,0.852607722311022
ENSMUSG00000000015,Gene15,0.11372996730206471,0.653571377141214,-0.8037416172806138,0.0923169292661521,0.12994139712421177,0.3909114358886552,-0.618475355439041,-0.6602283065421382,0.2609707828084488,0.14849233661659303,-0.029251105311445313,0.1388629114013561
ENSMUSG00000000016,Gene16,0.12524642517293827,0.17322410474848784,-0.3400123607892454,0.11612684858050178,0.14653623664934062,-0.3571757090131839,0.9328872555723783,0.23691646045589376,-0.5956517486013243,0.32827680431691486,0.07663743170927019,0.5280206189831007
ENSMUSG00000000017,Gene17,-0.4873408351136607,0.393542301871226,0.579297789503702,-0.41034115917585523,0.4816880646221609,0.20639046346824916,0.411030079997245,0.9483964913269737,-0.12269405800143525,-0.3768680821787448,0.16231010563198608,0.45579392231713495
ENSMUSG00000000018,Gene18,-0.44475721481276165,-0.40790514248271914,-0.0385508547070521,0.17057598740832194,0.13834539966500953,0.4135916245180119,0.00650094593895351,0.7267670385786584,-0.13232841661897804,1.3600845832948094,0.1792323950782254,0.5506973576557485
ENSMUSG00000000019,Gene19,0.3128336738825031,-0.4285787782081413,-0.5354462490305562,0.24123620762159265,-0.11173139266292545,0.357000247046046,0.23661881228677242,-0.03641445632843639,-0.4233968590342025,-0.7574236123429323,-0.114530240677028,0.017281055254935618
ENSMUSG00000000020,Gene20,-0.22325747603351054,0.42819939716173616,0.10704687206510198,-0.622869389355994,0.086590462925591,0.1926586898644184,-0.4419287181005665,0.07686255297276395,0.029104359222999948,-0.5714851489153115,-0.09390783981927711,0.7850393941407922
ENSMUSG00000000021,Gene21,0.17889368017414164,0.2803922631841172,0.5415256215876385,0.5269010260174515,-0.6888346839785455,-0.4689125199575614,0.2575176336043299,0.2568929754561044,0.25752384315302396,1.9263657453273606,0.30682655845680606,0.8389743359527676
ENSMUSG00000000022,Gene22,0.2854452553465835,0.5677828200902995,0.47700088174660116,0.325695625652899,-0.1576346223201728,0.3794846102466337,-0.3864126072687859,-0.11840930337000444,-0.24268177391455173,0.04093706969316128,0.11712079559026634,0.5090547320466988
ENSMUSG00000000023,Gene23,1.1573292833367543,-0.933632596295874,0.34313009518725673,-0.8063579355948258,-0.23596593289471673,0.544475298483683,0.032140009547731385,-0.5388723889646531,-0.3576518546299841,0.3397988744673379,-0.04556071473572902,0.6272890906653261
ENSMUSG00000000024,Gene24,-0.36518331585856834,0.10822929479098743,0.022785919951906892,-0.32580017380290854,1.0719720446626628,0.3169595111590056,-1.0125712933288036,0.09322715738471382,-0.330893232384194,0.426216667398112,0.0004942579972914085,0.8303269436783889
ENSMUSG00000000025,Gene25,-0.3962603692163503,-0.05736822073344951,0.25249363949022857,0.43287759708506074,-0.6001482035278881,-0.1672506179204742,-0.2374726555804781,-0.32666461628685595,0.8827271201405484,0.20249085548047777,-0.001457547106918064,0.6368075322477453
ENSMUSG00000000026,Gene26,-0.6304419771675226,0.45893097352738804,1.0610780985063166,0.5162326302755734,-0.7596849829770067,-0.24211703643312568,0.6334555745933114,-0.3538347328093904,0.22190971407311422,0.3873170267146684,0.12928452883033267,0.13813259957992097
ENSMUSG00000000027,Gene27,-0.4634652357890415,-0.02976267803090004,-1.6206336700345363,-0.5121938206671449,-0.12628407569658015,-0.6238915909824247,0.8162056519658176,-0.7150706889803163,-0.22002224334849188,0.06537028864304567,-0.3429748062920573,0.5190832357899651
ENSMUSG00000000028,Gene28,0.7206366445330578,-0.7179310755897197,0.5815818760774798,0.0051165305097935244,-0.49075432552397547,0.23105173713163538,0.09952984778673502,-0.30010843857939734,0.03490104249500946,-0.1926567984308801,-0.00286329595902616,0.5464368266981875
ENSMUSG00000000029,Gene29,0.05675867262562402,0.33106533726052334,0.793008408072676,-0.6189077494134245,1.0665166873281333,-0.9760438997612509,-0.07589254751779166,0.29415860324228826,0.14049593386751633,-0.3113497599102969,0.06998096857939971,0.382293473500845
ENSMUSG00000000030,Gene30,-0.10406112517863761,-0.2465004673294164,-0.29468237847210577,0.4248010485105123,0.17850774298252367,-0.3464547976303271,0.44979993771662535,0.15364976043830467,0.40643105941948005,0.3148144209618061,0.09363052014187653,0.6630633678266259
ENSMUSG00000000031,Gene31,-0.41449750546103614,-0.2800905200984848,0.3736468025616309,0.3051851327167324,-0.010450796982074066,0.058663691654391,0.6388324478942125,-0.29578569441791497,0.27354869058501896,-0.10109632621694703,0.05479559222355288,0.8409959462773444
ENSMUSG00000000032,Gene32,-0.10884060161361014,0.549388425993595,0.4127081744940149,0.40675481800031926,0.6527394035771645,0.010501920816379524,0.34097648564748195,-0.15513337829672802,0.16208317624422106,-0.06507152718384229,0.22061068976789958,0.8330860931031919
ENSMUSG00000000033,Gene33,0.048497982496359095,0.2975785127184568,-0.40911034161673626,1.0461936378427301,-0.503008690749851,-0.6070943063938661,0.5790554367500339,0.39583134698146794,0.31205990852607757,0.31417275463213995,0.1474176241186812,0.4063045948923148
ENSMUSG00000000034,Gene34,-0.0061233864234573115,-0.44862718574291577,0.03790227909686317,-0.33858085575605584,0.4875598667088756,-0.07352869075106933,-0.4127485983962558,-0.16069292082649672,0.20646572713781217,-0.28186227640198736,-0.0990236041354687,0.10280100321083897
ENSMUSG00000000035,Gene35,-0.4111101977832157,0.12184360574595615,0.12248328555436139,-0.2534715876855649,-0.2355191528091614,0.11602496867881815,-0.7240421707486621,-0.7037318871882776,-0.359222110626218,-0.10672357585592362,-0.24334688227178872,0.8863722378671388
ENSMUSG00000000036,Gene36,0.1554537827990023,0.737678108474776,0.4288298116010097,-0.07996926498171356,-0.009508103951344415,-0.5012646823189044,-0.009256567996194965,-0.14432931946006916,0.16135928016904474,-0.4136154717761615,0.03253775725594448,0.7551693797148947
ENSMUSG00000000037,Gene37,0.25967325712058614,0.7663694565012888,-0.0543800742284288,0.20085586104947073,0.34507199585555626,-0.20061023594291813,0.11204624090520839,0.00629620039089743,0.04883804927441586,-0.38650489192773324,0.10976558589983436,0.11307175040173689
ENSMUSG00000000038,Gene38,0.012255087129471357,0.24899914562272488,0.7255718038975209,0.47963541304260343,1.0765912287557782,-0.38367378144402475,0.4361603183603391,0.09167100286917587,1.0949014666088361,-0.40414914267757573,0.3377962542164849,0.8288368524730177
ENSMUSG00000000039,Gene39,-0.41986092109038803,-0.2996963227220111,-1.0619478621549034,-0.2628775108403805,-0.379566330776849,0.07519689323810382,0.17087798788857972,0.9380854196079431,0.4752119190930251,-0.28845182783120155,-0.10530285555880817,0.7830368294938533
ENSMUSG00000000040,Gene40,-0.449207335674179,0.24595958575325286,-0.6601166035103211,0.9157293829271769,0.5897200603606435,-0.2345878260523524,-0.8565672645454387,0.6769361870827064,-0.05726992262630894,0.6189081559867309,0.07895044197019103,0.46743541335633887
ENSMUSG00000000041,Gene41,-0.7972138293971835,-0.29968751147688644,0.002621849859091583,0.023490296882371028,-0.22503273573962182,0.3114249661737494,-0.5338102146912972,-0.07118974251064675,0.06014781585594943,0.2572194170293745,-0.12720296880151,0.5325566167346915
ENSMUSG00000000042,Gene42,0.3558074390444449,-0.5623210459189346,-0.7670570853678111,0.6388384109492545,0.16615700598979583,-0.3742432682782768,0.7755759877612615,0.05783731714642933,0.5896485920319132,0.033759240705054476,0.09140025940631312,0.3597034307792471
ENSMUSG00000000043,Gene43,1.0303739624409936,0.8776704212216022,-0.12448207423953675,0.4857854754771777,0.3226879747925738,0.6843157787661743,-0.48246173029005224,0.34302572999921965,0.5292122434247939,-0.8793697432115571,0.27867580383813884,0.05023071330100617
ENSMUSG00000000044,Gene44,-0.5916292563328875,-1.0196160888800503,-0.13470341722227888,0.35877112789798116,0.751178526048014,0.03704739020988759,0.8143077727856459,-0.6900507291074457,-0.8516912196775773,-0.02777384944830939,-0.13541597437270203,0.30234232023966495
ENSMUSG00000000045,Gene45,0.19203272446965364,-0.016347374047046555,-1.0337210500199383,-0.044560019756394204,-0.6522347502524266,0.33483627441501923,0.18329912304842413,-0.4699398931636776,-0.25693345866834677,-0.5296067609444758,-0.2293175184919209,0.7227652502896124
ENSMUSG00000000046,Gene46,-0.03133954863658594,0.47757116025061913,-0.49286302316777186,0.2520232577589222,-0.2651288091862204,-0.3964364161311721,-0.053515179977278914,-0.517621161209687,-0.276824652673591,-0.5989389462944242,-0.190307331926719,0.00516418868113797
ENSMUSG00000000047,Gene47,0.9823625664581946,0.017631775985864306,-0.3498627539962928,0.106989955367111,-0.05616402484541491,-0.11048479976661149,0.3070833500217126,0.37875385502365255,-0.26525057380526373,-0.28790912032234,0.07231502301206123,0.3008157553503386
ENSMUSG00000000048,Gene48,-0.137525848575822,-1.1509605823677924,-0.7575955310992761,0.6834371337222623,0.8224838567506418,-0.12451801977818916,0.2882784815278832,0.15562507727176805,1.5394404042276189,0.5597874557172884,0.1878452427396383,0.35895365553825803
ENSMUSG00000000049,Gene49,-0.06395879574038327,-0.4777702203002129,-0.8032231601287863,0.10173181793361155,-0.3781753726421517,-0.7111268547988371,-0.3232864421212633,-0.5407740018071975,0.8435708175362824,0.44081987847472526,-0.19121923335942123,0.4841186470411927
ENSMUSG00000000050,Gene50,-0.003986320658308686,0.7399720694450129,0.03868415382380915,-0.43064210066413183,0.7615620386348286,0.26945502184232933,-0.5186230771632282,-0.0951693390418041,-0.4378091266923786,-0.691399865482168,-0.036795654595603945,0.8279501991550717
